"","occurrences","kmer_count","chr","feature","group"
"9792",2,2,"chr15","3A1","hsat3_A5_A2"
"9793",3,2,"chr15","3A1","hsat3_A5_A2"
"9794",4,1,"chr15","3A1","hsat3_A5_A2"
"9795",5,4,"chr15","3A1","hsat3_A5_A2"
"9796",6,2,"chr15","3A1","hsat3_A5_A2"
"9797",7,3,"chr15","3A1","hsat3_A5_A2"
"9798",8,1,"chr15","3A1","hsat3_A5_A2"
"9799",10,2,"chr15","3A1","hsat3_A5_A2"
"9800",11,1,"chr15","3A1","hsat3_A5_A2"
"9801",16,2,"chr15","3A1","hsat3_A5_A2"
"9802",24,1,"chr15","3A1","hsat3_A5_A2"
"9803",0,446,"chr16","3A1","hsat3_A5_A2"
"9804",0,446,"chr17","3A1","hsat3_A5_A2"
"9805",0,446,"chr18","3A1","hsat3_A5_A2"
"9806",0,446,"chr19","3A1","hsat3_A5_A2"
"9807",0,446,"chr2","3A1","hsat3_A5_A2"
"9808",0,446,"chr20","3A1","hsat3_A5_A2"
"9809",0,446,"chr21","3A1","hsat3_A5_A2"
"9810",0,446,"chr22","3A1","hsat3_A5_A2"
"9811",0,446,"chr3","3A1","hsat3_A5_A2"
"9812",0,446,"chr4","3A1","hsat3_A5_A2"
"9813",0,446,"chr5","3A1","hsat3_A5_A2"
"9814",0,446,"chr6","3A1","hsat3_A5_A2"
"9815",0,446,"chr7","3A1","hsat3_A5_A2"
"9816",0,446,"chr8","3A1","hsat3_A5_A2"
"9817",0,446,"chr9","3A1","hsat3_A5_A2"
"9818",0,446,"chrX","3A1","hsat3_A5_A2"
"9819",0,446,"chrY","3A1","hsat3_A5_A2"
"9820",0,756,"chr1","3A2","hsat3_A5_A2"
"9821",0,756,"chr10","3A2","hsat3_A5_A2"
"9822",0,756,"chr11","3A2","hsat3_A5_A2"
"9823",0,756,"chr12","3A2","hsat3_A5_A2"
"9824",0,756,"chr13","3A2","hsat3_A5_A2"
"9825",0,756,"chr14","3A2","hsat3_A5_A2"
"9826",0,29,"chr15","3A2","hsat3_A5_A2"
"9827",1,8,"chr15","3A2","hsat3_A5_A2"
"9828",2,13,"chr15","3A2","hsat3_A5_A2"
"9829",3,6,"chr15","3A2","hsat3_A5_A2"
"9830",4,14,"chr15","3A2","hsat3_A5_A2"
"9831",5,2,"chr15","3A2","hsat3_A5_A2"
"9832",6,1,"chr15","3A2","hsat3_A5_A2"
"9833",7,1,"chr15","3A2","hsat3_A5_A2"
"9834",9,1,"chr15","3A2","hsat3_A5_A2"
"9835",11,3,"chr15","3A2","hsat3_A5_A2"
"9836",12,5,"chr15","3A2","hsat3_A5_A2"
"9837",13,10,"chr15","3A2","hsat3_A5_A2"
"9838",15,1,"chr15","3A2","hsat3_A5_A2"
"9839",18,8,"chr15","3A2","hsat3_A5_A2"
"9840",19,1,"chr15","3A2","hsat3_A5_A2"
"9841",22,1,"chr15","3A2","hsat3_A5_A2"
"9842",23,5,"chr15","3A2","hsat3_A5_A2"
"9843",24,14,"chr15","3A2","hsat3_A5_A2"
"9844",25,6,"chr15","3A2","hsat3_A5_A2"
"9845",27,2,"chr15","3A2","hsat3_A5_A2"
"9846",28,3,"chr15","3A2","hsat3_A5_A2"
"9847",29,2,"chr15","3A2","hsat3_A5_A2"
"9848",31,1,"chr15","3A2","hsat3_A5_A2"
"9849",35,5,"chr15","3A2","hsat3_A5_A2"
"9850",36,16,"chr15","3A2","hsat3_A5_A2"
"9851",37,2,"chr15","3A2","hsat3_A5_A2"
"9852",38,2,"chr15","3A2","hsat3_A5_A2"
"9853",39,22,"chr15","3A2","hsat3_A5_A2"
"9854",40,9,"chr15","3A2","hsat3_A5_A2"
"9855",41,21,"chr15","3A2","hsat3_A5_A2"
"9856",42,11,"chr15","3A2","hsat3_A5_A2"
"9857",43,1,"chr15","3A2","hsat3_A5_A2"
"9858",44,18,"chr15","3A2","hsat3_A5_A2"
"9859",45,23,"chr15","3A2","hsat3_A5_A2"
"9860",46,8,"chr15","3A2","hsat3_A5_A2"
"9861",47,5,"chr15","3A2","hsat3_A5_A2"
"9862",48,7,"chr15","3A2","hsat3_A5_A2"
"9863",49,3,"chr15","3A2","hsat3_A5_A2"
"9864",50,3,"chr15","3A2","hsat3_A5_A2"
"9865",51,3,"chr15","3A2","hsat3_A5_A2"
"9866",52,3,"chr15","3A2","hsat3_A5_A2"
"9867",53,14,"chr15","3A2","hsat3_A5_A2"
"9868",54,23,"chr15","3A2","hsat3_A5_A2"
"9869",57,8,"chr15","3A2","hsat3_A5_A2"
"9870",58,4,"chr15","3A2","hsat3_A5_A2"
"9871",59,1,"chr15","3A2","hsat3_A5_A2"
"9872",62,8,"chr15","3A2","hsat3_A5_A2"
"9873",63,12,"chr15","3A2","hsat3_A5_A2"
"9874",64,14,"chr15","3A2","hsat3_A5_A2"
"9875",65,4,"chr15","3A2","hsat3_A5_A2"
"9876",67,12,"chr15","3A2","hsat3_A5_A2"
"9877",68,3,"chr15","3A2","hsat3_A5_A2"
"9878",69,2,"chr15","3A2","hsat3_A5_A2"
"9879",70,8,"chr15","3A2","hsat3_A5_A2"
"9880",71,1,"chr15","3A2","hsat3_A5_A2"
"9881",72,1,"chr15","3A2","hsat3_A5_A2"
"9882",73,1,"chr15","3A2","hsat3_A5_A2"
"9883",74,2,"chr15","3A2","hsat3_A5_A2"
"9884",75,3,"chr15","3A2","hsat3_A5_A2"
"9885",76,7,"chr15","3A2","hsat3_A5_A2"
"9886",77,4,"chr15","3A2","hsat3_A5_A2"
"9887",78,3,"chr15","3A2","hsat3_A5_A2"
"9888",79,4,"chr15","3A2","hsat3_A5_A2"
"9889",80,8,"chr15","3A2","hsat3_A5_A2"
"9890",81,9,"chr15","3A2","hsat3_A5_A2"
"9891",82,12,"chr15","3A2","hsat3_A5_A2"
"9892",83,6,"chr15","3A2","hsat3_A5_A2"
"9893",85,1,"chr15","3A2","hsat3_A5_A2"
"9894",86,7,"chr15","3A2","hsat3_A5_A2"
"9895",87,6,"chr15","3A2","hsat3_A5_A2"
"9896",89,3,"chr15","3A2","hsat3_A5_A2"
"9897",93,1,"chr15","3A2","hsat3_A5_A2"
"9898",94,3,"chr15","3A2","hsat3_A5_A2"
"9899",96,11,"chr15","3A2","hsat3_A5_A2"
"9900",98,2,"chr15","3A2","hsat3_A5_A2"
"9901",99,2,"chr15","3A2","hsat3_A5_A2"
"9902",100,2,"chr15","3A2","hsat3_A5_A2"
"9903",101,2,"chr15","3A2","hsat3_A5_A2"
"9904",102,2,"chr15","3A2","hsat3_A5_A2"
"9905",104,4,"chr15","3A2","hsat3_A5_A2"
"9906",105,6,"chr15","3A2","hsat3_A5_A2"
"9907",106,2,"chr15","3A2","hsat3_A5_A2"
"9908",107,3,"chr15","3A2","hsat3_A5_A2"
"9909",108,1,"chr15","3A2","hsat3_A5_A2"
"9910",113,1,"chr15","3A2","hsat3_A5_A2"
"9911",121,1,"chr15","3A2","hsat3_A5_A2"
"9912",124,7,"chr15","3A2","hsat3_A5_A2"
"9913",128,6,"chr15","3A2","hsat3_A5_A2"
"9914",129,3,"chr15","3A2","hsat3_A5_A2"
"9915",132,2,"chr15","3A2","hsat3_A5_A2"
"9916",134,1,"chr15","3A2","hsat3_A5_A2"
"9917",135,2,"chr15","3A2","hsat3_A5_A2"
"9918",136,1,"chr15","3A2","hsat3_A5_A2"
"9919",138,2,"chr15","3A2","hsat3_A5_A2"
"9920",139,1,"chr15","3A2","hsat3_A5_A2"
"9921",140,1,"chr15","3A2","hsat3_A5_A2"
"9922",141,2,"chr15","3A2","hsat3_A5_A2"
"9923",145,5,"chr15","3A2","hsat3_A5_A2"
"9924",146,2,"chr15","3A2","hsat3_A5_A2"
"9925",147,1,"chr15","3A2","hsat3_A5_A2"
"9926",148,8,"chr15","3A2","hsat3_A5_A2"
"9927",149,8,"chr15","3A2","hsat3_A5_A2"
"9928",150,11,"chr15","3A2","hsat3_A5_A2"
"9929",151,5,"chr15","3A2","hsat3_A5_A2"
"9930",152,7,"chr15","3A2","hsat3_A5_A2"
"9931",153,5,"chr15","3A2","hsat3_A5_A2"
"9932",156,4,"chr15","3A2","hsat3_A5_A2"
"9933",157,9,"chr15","3A2","hsat3_A5_A2"
"9934",158,7,"chr15","3A2","hsat3_A5_A2"
"9935",159,2,"chr15","3A2","hsat3_A5_A2"
"9936",160,3,"chr15","3A2","hsat3_A5_A2"
"9937",161,5,"chr15","3A2","hsat3_A5_A2"
"9938",162,2,"chr15","3A2","hsat3_A5_A2"
"9939",163,6,"chr15","3A2","hsat3_A5_A2"
"9940",164,9,"chr15","3A2","hsat3_A5_A2"
"9941",165,8,"chr15","3A2","hsat3_A5_A2"
"9942",166,2,"chr15","3A2","hsat3_A5_A2"
"9943",170,3,"chr15","3A2","hsat3_A5_A2"
"9944",171,8,"chr15","3A2","hsat3_A5_A2"
"9945",172,1,"chr15","3A2","hsat3_A5_A2"
"9946",173,1,"chr15","3A2","hsat3_A5_A2"
"9947",175,4,"chr15","3A2","hsat3_A5_A2"
"9948",176,8,"chr15","3A2","hsat3_A5_A2"
"9949",177,5,"chr15","3A2","hsat3_A5_A2"
"9950",179,2,"chr15","3A2","hsat3_A5_A2"
"9951",182,5,"chr15","3A2","hsat3_A5_A2"
"9952",186,1,"chr15","3A2","hsat3_A5_A2"
"9953",188,2,"chr15","3A2","hsat3_A5_A2"
"9954",191,6,"chr15","3A2","hsat3_A5_A2"
"9955",192,9,"chr15","3A2","hsat3_A5_A2"
"9956",193,4,"chr15","3A2","hsat3_A5_A2"
"9957",194,4,"chr15","3A2","hsat3_A5_A2"
"9958",195,4,"chr15","3A2","hsat3_A5_A2"
"9959",197,2,"chr15","3A2","hsat3_A5_A2"
"9960",199,1,"chr15","3A2","hsat3_A5_A2"
"9961",201,1,"chr15","3A2","hsat3_A5_A2"
"9962",203,2,"chr15","3A2","hsat3_A5_A2"
"9963",204,5,"chr15","3A2","hsat3_A5_A2"
"9964",205,1,"chr15","3A2","hsat3_A5_A2"
"9965",206,1,"chr15","3A2","hsat3_A5_A2"
"9966",209,3,"chr15","3A2","hsat3_A5_A2"
"9967",219,2,"chr15","3A2","hsat3_A5_A2"
"9968",220,1,"chr15","3A2","hsat3_A5_A2"
"9969",0,756,"chr16","3A2","hsat3_A5_A2"
"9970",0,756,"chr17","3A2","hsat3_A5_A2"
"9971",0,756,"chr18","3A2","hsat3_A5_A2"
"9972",0,756,"chr19","3A2","hsat3_A5_A2"
"9973",0,756,"chr2","3A2","hsat3_A5_A2"
"9974",0,756,"chr20","3A2","hsat3_A5_A2"
"9975",0,756,"chr21","3A2","hsat3_A5_A2"
"9976",0,756,"chr22","3A2","hsat3_A5_A2"
"9977",0,756,"chr3","3A2","hsat3_A5_A2"
"9978",0,756,"chr4","3A2","hsat3_A5_A2"
"9979",0,756,"chr5","3A2","hsat3_A5_A2"
"9980",0,756,"chr6","3A2","hsat3_A5_A2"
"9981",0,756,"chr7","3A2","hsat3_A5_A2"
"9982",0,756,"chr8","3A2","hsat3_A5_A2"
"9983",0,756,"chr9","3A2","hsat3_A5_A2"
"9984",0,756,"chrX","3A2","hsat3_A5_A2"
"9985",0,756,"chrY","3A2","hsat3_A5_A2"
"9986",0,6554,"chr1","3A3","hsat3_A5_A2"
"9987",0,6554,"chr10","3A3","hsat3_A5_A2"
"9988",0,6554,"chr11","3A3","hsat3_A5_A2"
"9989",0,6554,"chr12","3A3","hsat3_A5_A2"
"9990",0,6554,"chr13","3A3","hsat3_A5_A2"
"9991",0,6554,"chr14","3A3","hsat3_A5_A2"
"9992",0,6412,"chr15","3A3","hsat3_A5_A2"
"9993",1,52,"chr15","3A3","hsat3_A5_A2"
"9994",2,2,"chr15","3A3","hsat3_A5_A2"
"9995",3,19,"chr15","3A3","hsat3_A5_A2"
"9996",5,14,"chr15","3A3","hsat3_A5_A2"
"9997",6,16,"chr15","3A3","hsat3_A5_A2"
"9998",7,9,"chr15","3A3","hsat3_A5_A2"
"9999",8,6,"chr15","3A3","hsat3_A5_A2"
"10000",9,4,"chr15","3A3","hsat3_A5_A2"
"10001",10,3,"chr15","3A3","hsat3_A5_A2"
"10002",11,4,"chr15","3A3","hsat3_A5_A2"
"10003",16,6,"chr15","3A3","hsat3_A5_A2"
"10004",17,2,"chr15","3A3","hsat3_A5_A2"
"10005",20,3,"chr15","3A3","hsat3_A5_A2"
"10006",22,2,"chr15","3A3","hsat3_A5_A2"
"10007",0,6554,"chr16","3A3","hsat3_A5_A2"
"10008",0,6554,"chr17","3A3","hsat3_A5_A2"
"10009",0,6554,"chr18","3A3","hsat3_A5_A2"
"10010",0,6554,"chr19","3A3","hsat3_A5_A2"
"10011",0,6554,"chr2","3A3","hsat3_A5_A2"
"10012",0,6554,"chr20","3A3","hsat3_A5_A2"
"10013",0,6554,"chr21","3A3","hsat3_A5_A2"
"10014",0,6554,"chr22","3A3","hsat3_A5_A2"
"10015",0,6554,"chr3","3A3","hsat3_A5_A2"
"10016",0,6554,"chr4","3A3","hsat3_A5_A2"
"10017",0,6554,"chr5","3A3","hsat3_A5_A2"
"10018",0,6554,"chr6","3A3","hsat3_A5_A2"
"10019",0,6554,"chr7","3A3","hsat3_A5_A2"
"10020",0,6554,"chr8","3A3","hsat3_A5_A2"
"10021",0,6554,"chr9","3A3","hsat3_A5_A2"
"10022",0,6554,"chrX","3A3","hsat3_A5_A2"
"10023",0,6554,"chrY","3A3","hsat3_A5_A2"
"10024",0,65,"chr1","3A4","hsat3_A5_A2"
"10025",0,65,"chr10","3A4","hsat3_A5_A2"
"10026",0,65,"chr11","3A4","hsat3_A5_A2"
"10027",0,65,"chr12","3A4","hsat3_A5_A2"
"10028",0,65,"chr13","3A4","hsat3_A5_A2"
"10029",0,65,"chr14","3A4","hsat3_A5_A2"
"10030",0,40,"chr15","3A4","hsat3_A5_A2"
"10031",1,15,"chr15","3A4","hsat3_A5_A2"
"10032",2,4,"chr15","3A4","hsat3_A5_A2"
"10033",3,2,"chr15","3A4","hsat3_A5_A2"
"10034",4,4,"chr15","3A4","hsat3_A5_A2"
"10035",0,65,"chr16","3A4","hsat3_A5_A2"
"10036",0,65,"chr17","3A4","hsat3_A5_A2"
"10037",0,65,"chr18","3A4","hsat3_A5_A2"
"10038",0,65,"chr19","3A4","hsat3_A5_A2"
"10039",0,65,"chr2","3A4","hsat3_A5_A2"
"10040",0,65,"chr20","3A4","hsat3_A5_A2"
"10041",0,65,"chr21","3A4","hsat3_A5_A2"
"10042",0,65,"chr22","3A4","hsat3_A5_A2"
"10043",0,65,"chr3","3A4","hsat3_A5_A2"
"10044",0,65,"chr4","3A4","hsat3_A5_A2"
"10045",0,65,"chr5","3A4","hsat3_A5_A2"
"10046",0,65,"chr6","3A4","hsat3_A5_A2"
"10047",0,65,"chr7","3A4","hsat3_A5_A2"
"10048",0,65,"chr8","3A4","hsat3_A5_A2"
"10049",0,65,"chr9","3A4","hsat3_A5_A2"
"10050",0,65,"chrX","3A4","hsat3_A5_A2"
"10051",0,65,"chrY","3A4","hsat3_A5_A2"
"10052",0,956,"chr1","3A5","hsat3_A5_A2"
"10053",0,956,"chr10","3A5","hsat3_A5_A2"
"10054",0,956,"chr11","3A5","hsat3_A5_A2"
"10055",0,956,"chr12","3A5","hsat3_A5_A2"
"10056",0,956,"chr13","3A5","hsat3_A5_A2"
"10057",0,956,"chr14","3A5","hsat3_A5_A2"
"10058",0,168,"chr15","3A5","hsat3_A5_A2"
"10059",1,21,"chr15","3A5","hsat3_A5_A2"
"10060",2,70,"chr15","3A5","hsat3_A5_A2"
"10061",3,19,"chr15","3A5","hsat3_A5_A2"
"10062",4,4,"chr15","3A5","hsat3_A5_A2"
"10063",5,12,"chr15","3A5","hsat3_A5_A2"
"10064",6,19,"chr15","3A5","hsat3_A5_A2"
"10065",7,2,"chr15","3A5","hsat3_A5_A2"
"10066",8,10,"chr15","3A5","hsat3_A5_A2"
"10067",9,4,"chr15","3A5","hsat3_A5_A2"
"10068",10,2,"chr15","3A5","hsat3_A5_A2"
"10069",11,3,"chr15","3A5","hsat3_A5_A2"
"10070",16,12,"chr15","3A5","hsat3_A5_A2"
"10071",17,5,"chr15","3A5","hsat3_A5_A2"
"10072",18,1,"chr15","3A5","hsat3_A5_A2"
"10073",19,5,"chr15","3A5","hsat3_A5_A2"
"10074",22,9,"chr15","3A5","hsat3_A5_A2"
"10075",25,3,"chr15","3A5","hsat3_A5_A2"
"10076",27,6,"chr15","3A5","hsat3_A5_A2"
"10077",29,10,"chr15","3A5","hsat3_A5_A2"
"10078",31,2,"chr15","3A5","hsat3_A5_A2"
"10079",32,2,"chr15","3A5","hsat3_A5_A2"
"10080",42,5,"chr15","3A5","hsat3_A5_A2"
"10081",43,2,"chr15","3A5","hsat3_A5_A2"
"10082",44,7,"chr15","3A5","hsat3_A5_A2"
"10083",52,2,"chr15","3A5","hsat3_A5_A2"
"10084",53,1,"chr15","3A5","hsat3_A5_A2"
"10085",54,1,"chr15","3A5","hsat3_A5_A2"
"10086",55,19,"chr15","3A5","hsat3_A5_A2"
"10087",56,11,"chr15","3A5","hsat3_A5_A2"
"10088",57,15,"chr15","3A5","hsat3_A5_A2"
"10089",58,14,"chr15","3A5","hsat3_A5_A2"
"10090",60,2,"chr15","3A5","hsat3_A5_A2"
"10091",62,7,"chr15","3A5","hsat3_A5_A2"
"10092",63,1,"chr15","3A5","hsat3_A5_A2"
"10093",64,20,"chr15","3A5","hsat3_A5_A2"
"10094",65,6,"chr15","3A5","hsat3_A5_A2"
"10095",66,4,"chr15","3A5","hsat3_A5_A2"
"10096",67,13,"chr15","3A5","hsat3_A5_A2"
"10097",68,4,"chr15","3A5","hsat3_A5_A2"
"10098",69,6,"chr15","3A5","hsat3_A5_A2"
"10099",71,8,"chr15","3A5","hsat3_A5_A2"
"10100",72,7,"chr15","3A5","hsat3_A5_A2"
"10101",73,6,"chr15","3A5","hsat3_A5_A2"
"10102",74,1,"chr15","3A5","hsat3_A5_A2"
"10103",76,4,"chr15","3A5","hsat3_A5_A2"
"10104",77,1,"chr15","3A5","hsat3_A5_A2"
"10105",78,2,"chr15","3A5","hsat3_A5_A2"
"10106",79,3,"chr15","3A5","hsat3_A5_A2"
"10107",80,7,"chr15","3A5","hsat3_A5_A2"
"10108",81,1,"chr15","3A5","hsat3_A5_A2"
"10109",89,1,"chr15","3A5","hsat3_A5_A2"
"10110",90,6,"chr15","3A5","hsat3_A5_A2"
"10111",93,1,"chr15","3A5","hsat3_A5_A2"
"10112",94,13,"chr15","3A5","hsat3_A5_A2"
"10113",95,3,"chr15","3A5","hsat3_A5_A2"
"10114",96,1,"chr15","3A5","hsat3_A5_A2"
"10115",97,1,"chr15","3A5","hsat3_A5_A2"
"10116",100,2,"chr15","3A5","hsat3_A5_A2"
"10117",101,1,"chr15","3A5","hsat3_A5_A2"
"10118",109,1,"chr15","3A5","hsat3_A5_A2"
"10119",110,1,"chr15","3A5","hsat3_A5_A2"
"10120",111,7,"chr15","3A5","hsat3_A5_A2"
"10121",112,1,"chr15","3A5","hsat3_A5_A2"
"10122",114,1,"chr15","3A5","hsat3_A5_A2"
"10123",115,3,"chr15","3A5","hsat3_A5_A2"
"10124",116,3,"chr15","3A5","hsat3_A5_A2"
"10125",118,1,"chr15","3A5","hsat3_A5_A2"
"10126",120,4,"chr15","3A5","hsat3_A5_A2"
"10127",121,2,"chr15","3A5","hsat3_A5_A2"
"10128",122,1,"chr15","3A5","hsat3_A5_A2"
"10129",123,5,"chr15","3A5","hsat3_A5_A2"
"10130",124,11,"chr15","3A5","hsat3_A5_A2"
"10131",125,5,"chr15","3A5","hsat3_A5_A2"
"10132",126,4,"chr15","3A5","hsat3_A5_A2"
"10133",127,4,"chr15","3A5","hsat3_A5_A2"
"10134",128,7,"chr15","3A5","hsat3_A5_A2"
"10135",129,9,"chr15","3A5","hsat3_A5_A2"
"10136",130,7,"chr15","3A5","hsat3_A5_A2"
"10137",131,11,"chr15","3A5","hsat3_A5_A2"
"10138",132,8,"chr15","3A5","hsat3_A5_A2"
"10139",133,7,"chr15","3A5","hsat3_A5_A2"
"10140",134,5,"chr15","3A5","hsat3_A5_A2"
"10141",135,2,"chr15","3A5","hsat3_A5_A2"
"10142",136,4,"chr15","3A5","hsat3_A5_A2"
"10143",137,5,"chr15","3A5","hsat3_A5_A2"
"10144",138,3,"chr15","3A5","hsat3_A5_A2"
"10145",140,1,"chr15","3A5","hsat3_A5_A2"
"10146",142,2,"chr15","3A5","hsat3_A5_A2"
"10147",143,4,"chr15","3A5","hsat3_A5_A2"
"10148",144,1,"chr15","3A5","hsat3_A5_A2"
"10149",145,2,"chr15","3A5","hsat3_A5_A2"
"10150",151,1,"chr15","3A5","hsat3_A5_A2"
"10151",152,3,"chr15","3A5","hsat3_A5_A2"
"10152",154,3,"chr15","3A5","hsat3_A5_A2"
"10153",156,1,"chr15","3A5","hsat3_A5_A2"
"10154",157,3,"chr15","3A5","hsat3_A5_A2"
"10155",158,5,"chr15","3A5","hsat3_A5_A2"
"10156",159,7,"chr15","3A5","hsat3_A5_A2"
"10157",161,3,"chr15","3A5","hsat3_A5_A2"
"10158",162,3,"chr15","3A5","hsat3_A5_A2"
"10159",165,3,"chr15","3A5","hsat3_A5_A2"
"10160",166,5,"chr15","3A5","hsat3_A5_A2"
"10161",168,4,"chr15","3A5","hsat3_A5_A2"
"10162",171,1,"chr15","3A5","hsat3_A5_A2"
"10163",174,1,"chr15","3A5","hsat3_A5_A2"
"10164",175,3,"chr15","3A5","hsat3_A5_A2"
"10165",177,3,"chr15","3A5","hsat3_A5_A2"
"10166",179,1,"chr15","3A5","hsat3_A5_A2"
"10167",552,1,"chr15","3A5","hsat3_A5_A2"
"10168",554,1,"chr15","3A5","hsat3_A5_A2"
"10169",562,1,"chr15","3A5","hsat3_A5_A2"
"10170",642,1,"chr15","3A5","hsat3_A5_A2"
"10171",644,1,"chr15","3A5","hsat3_A5_A2"
"10172",645,1,"chr15","3A5","hsat3_A5_A2"
"10173",682,1,"chr15","3A5","hsat3_A5_A2"
"10174",684,1,"chr15","3A5","hsat3_A5_A2"
"10175",685,1,"chr15","3A5","hsat3_A5_A2"
"10176",686,1,"chr15","3A5","hsat3_A5_A2"
"10177",827,1,"chr15","3A5","hsat3_A5_A2"
"10178",831,1,"chr15","3A5","hsat3_A5_A2"
"10179",832,1,"chr15","3A5","hsat3_A5_A2"
"10180",834,1,"chr15","3A5","hsat3_A5_A2"
"10181",842,3,"chr15","3A5","hsat3_A5_A2"
"10182",846,1,"chr15","3A5","hsat3_A5_A2"
"10183",862,1,"chr15","3A5","hsat3_A5_A2"
"10184",867,1,"chr15","3A5","hsat3_A5_A2"
"10185",868,1,"chr15","3A5","hsat3_A5_A2"
"10186",869,1,"chr15","3A5","hsat3_A5_A2"
"10187",877,3,"chr15","3A5","hsat3_A5_A2"
"10188",880,2,"chr15","3A5","hsat3_A5_A2"
"10189",881,1,"chr15","3A5","hsat3_A5_A2"
"10190",882,1,"chr15","3A5","hsat3_A5_A2"
"10191",883,3,"chr15","3A5","hsat3_A5_A2"
"10192",884,4,"chr15","3A5","hsat3_A5_A2"
"10193",885,1,"chr15","3A5","hsat3_A5_A2"
"10194",886,4,"chr15","3A5","hsat3_A5_A2"
"10195",887,2,"chr15","3A5","hsat3_A5_A2"
"10196",888,1,"chr15","3A5","hsat3_A5_A2"
"10197",889,4,"chr15","3A5","hsat3_A5_A2"
"10198",892,1,"chr15","3A5","hsat3_A5_A2"
"10199",893,1,"chr15","3A5","hsat3_A5_A2"
"10200",896,1,"chr15","3A5","hsat3_A5_A2"
"10201",906,1,"chr15","3A5","hsat3_A5_A2"
"10202",907,1,"chr15","3A5","hsat3_A5_A2"
"10203",909,2,"chr15","3A5","hsat3_A5_A2"
"10204",911,1,"chr15","3A5","hsat3_A5_A2"
"10205",919,1,"chr15","3A5","hsat3_A5_A2"
"10206",921,3,"chr15","3A5","hsat3_A5_A2"
"10207",922,3,"chr15","3A5","hsat3_A5_A2"
"10208",925,1,"chr15","3A5","hsat3_A5_A2"
"10209",926,1,"chr15","3A5","hsat3_A5_A2"
"10210",932,1,"chr15","3A5","hsat3_A5_A2"
"10211",934,2,"chr15","3A5","hsat3_A5_A2"
"10212",935,1,"chr15","3A5","hsat3_A5_A2"
"10213",937,1,"chr15","3A5","hsat3_A5_A2"
"10214",938,1,"chr15","3A5","hsat3_A5_A2"
"10215",940,3,"chr15","3A5","hsat3_A5_A2"
"10216",941,1,"chr15","3A5","hsat3_A5_A2"
"10217",942,1,"chr15","3A5","hsat3_A5_A2"
"10218",943,1,"chr15","3A5","hsat3_A5_A2"
"10219",944,3,"chr15","3A5","hsat3_A5_A2"
"10220",946,3,"chr15","3A5","hsat3_A5_A2"
"10221",947,1,"chr15","3A5","hsat3_A5_A2"
"10222",952,2,"chr15","3A5","hsat3_A5_A2"
"10223",1058,2,"chr15","3A5","hsat3_A5_A2"
"10224",1064,1,"chr15","3A5","hsat3_A5_A2"
"10225",1191,1,"chr15","3A5","hsat3_A5_A2"
"10226",1192,1,"chr15","3A5","hsat3_A5_A2"
"10227",1194,1,"chr15","3A5","hsat3_A5_A2"
"10228",1220,1,"chr15","3A5","hsat3_A5_A2"
"10229",1221,1,"chr15","3A5","hsat3_A5_A2"
"10230",1226,1,"chr15","3A5","hsat3_A5_A2"
"10231",1227,1,"chr15","3A5","hsat3_A5_A2"
"10232",1228,1,"chr15","3A5","hsat3_A5_A2"
"10233",1236,3,"chr15","3A5","hsat3_A5_A2"
"10234",1238,1,"chr15","3A5","hsat3_A5_A2"
"10235",1239,1,"chr15","3A5","hsat3_A5_A2"
"10236",1250,2,"chr15","3A5","hsat3_A5_A2"
"10237",1251,1,"chr15","3A5","hsat3_A5_A2"
"10238",1252,2,"chr15","3A5","hsat3_A5_A2"
"10239",1254,1,"chr15","3A5","hsat3_A5_A2"
"10240",1259,1,"chr15","3A5","hsat3_A5_A2"
"10241",1261,1,"chr15","3A5","hsat3_A5_A2"
"10242",1529,1,"chr15","3A5","hsat3_A5_A2"
"10243",1531,1,"chr15","3A5","hsat3_A5_A2"
"10244",1532,1,"chr15","3A5","hsat3_A5_A2"
"10245",1534,1,"chr15","3A5","hsat3_A5_A2"
"10246",1535,1,"chr15","3A5","hsat3_A5_A2"
"10247",1537,1,"chr15","3A5","hsat3_A5_A2"
"10248",1538,1,"chr15","3A5","hsat3_A5_A2"
"10249",1550,1,"chr15","3A5","hsat3_A5_A2"
"10250",1551,3,"chr15","3A5","hsat3_A5_A2"
"10251",1552,1,"chr15","3A5","hsat3_A5_A2"
"10252",1553,4,"chr15","3A5","hsat3_A5_A2"
"10253",1555,2,"chr15","3A5","hsat3_A5_A2"
"10254",1556,1,"chr15","3A5","hsat3_A5_A2"
"10255",1558,1,"chr15","3A5","hsat3_A5_A2"
"10256",1568,1,"chr15","3A5","hsat3_A5_A2"
"10257",1575,1,"chr15","3A5","hsat3_A5_A2"
"10258",1579,1,"chr15","3A5","hsat3_A5_A2"
"10259",1580,1,"chr15","3A5","hsat3_A5_A2"
"10260",2413,1,"chr15","3A5","hsat3_A5_A2"
"10261",2427,1,"chr15","3A5","hsat3_A5_A2"
"10262",2451,1,"chr15","3A5","hsat3_A5_A2"
"10263",2452,1,"chr15","3A5","hsat3_A5_A2"
"10264",2455,1,"chr15","3A5","hsat3_A5_A2"
"10265",2467,1,"chr15","3A5","hsat3_A5_A2"
"10266",2468,1,"chr15","3A5","hsat3_A5_A2"
"10267",2470,1,"chr15","3A5","hsat3_A5_A2"
"10268",2479,1,"chr15","3A5","hsat3_A5_A2"
"10269",2480,1,"chr15","3A5","hsat3_A5_A2"
"10270",2481,1,"chr15","3A5","hsat3_A5_A2"
