"","seqnames","strand","n","type","group","mb"
"33407","chr11","-",5327,"repeat_type","MER4C#LTR/ERV1",0.005327
"33408","chr12","+",11639,"repeat_type","MER4C#LTR/ERV1",0.011639
"33409","chr12","-",29315,"repeat_type","MER4C#LTR/ERV1",0.029315
"33410","chr13","+",10399,"repeat_type","MER4C#LTR/ERV1",0.010399
"33411","chr13","-",17492,"repeat_type","MER4C#LTR/ERV1",0.017492
"33412","chr14","+",2306,"repeat_type","MER4C#LTR/ERV1",0.002306
"33413","chr14","-",25674,"repeat_type","MER4C#LTR/ERV1",0.025674
"33414","chr15","+",4231,"repeat_type","MER4C#LTR/ERV1",0.004231
"33415","chr15","-",4766,"repeat_type","MER4C#LTR/ERV1",0.004766
"33416","chr16","+",10547,"repeat_type","MER4C#LTR/ERV1",0.010547
"33417","chr16","-",3876,"repeat_type","MER4C#LTR/ERV1",0.003876
"33418","chr17","+",1343,"repeat_type","MER4C#LTR/ERV1",0.001343
"33419","chr17","-",4904,"repeat_type","MER4C#LTR/ERV1",0.004904
"33420","chr18","+",12910,"repeat_type","MER4C#LTR/ERV1",0.01291
"33421","chr18","-",1858,"repeat_type","MER4C#LTR/ERV1",0.001858
"33422","chr19","+",3930,"repeat_type","MER4C#LTR/ERV1",0.00393
"33423","chr19","-",3873,"repeat_type","MER4C#LTR/ERV1",0.003873
"33424","chr20","+",11052,"repeat_type","MER4C#LTR/ERV1",0.011052
"33425","chr20","-",2250,"repeat_type","MER4C#LTR/ERV1",0.00225
"33426","chr21","+",913,"repeat_type","MER4C#LTR/ERV1",0.000913
"33427","chr21","-",2241,"repeat_type","MER4C#LTR/ERV1",0.002241
"33428","chr22","+",3181,"repeat_type","MER4C#LTR/ERV1",0.003181
"33429","chr22","-",1634,"repeat_type","MER4C#LTR/ERV1",0.001634
"33430","chrX","+",37165,"repeat_type","MER4C#LTR/ERV1",0.037165
"33431","chrX","-",30905,"repeat_type","MER4C#LTR/ERV1",0.030905
"33432","chrY","+",885,"repeat_type","MER4C#LTR/ERV1",0.000885
"33433","chrY","-",1328,"repeat_type","MER4C#LTR/ERV1",0.001328
"33434","chr1","+",9899,"repeat_type","MER41E#LTR/ERV1",0.009899
"33435","chr1","-",21601,"repeat_type","MER41E#LTR/ERV1",0.021601
"33436","chr2","+",5127,"repeat_type","MER41E#LTR/ERV1",0.005127
"33437","chr2","-",14694,"repeat_type","MER41E#LTR/ERV1",0.014694
"33438","chr3","+",6570,"repeat_type","MER41E#LTR/ERV1",0.00657
"33439","chr3","-",13331,"repeat_type","MER41E#LTR/ERV1",0.013331
"33440","chr4","+",7067,"repeat_type","MER41E#LTR/ERV1",0.007067
"33441","chr4","-",4643,"repeat_type","MER41E#LTR/ERV1",0.004643
"33442","chr5","+",5396,"repeat_type","MER41E#LTR/ERV1",0.005396
"33443","chr5","-",10765,"repeat_type","MER41E#LTR/ERV1",0.010765
"33444","chr6","+",15863,"repeat_type","MER41E#LTR/ERV1",0.015863
"33445","chr6","-",4713,"repeat_type","MER41E#LTR/ERV1",0.004713
"33446","chr7","+",3275,"repeat_type","MER41E#LTR/ERV1",0.003275
"33447","chr7","-",3460,"repeat_type","MER41E#LTR/ERV1",0.00346
"33448","chr8","+",5899,"repeat_type","MER41E#LTR/ERV1",0.005899
"33449","chr8","-",11257,"repeat_type","MER41E#LTR/ERV1",0.011257
"33450","chr9","+",4680,"repeat_type","MER41E#LTR/ERV1",0.00468
"33451","chr9","-",4772,"repeat_type","MER41E#LTR/ERV1",0.004772
"33452","chr10","+",2727,"repeat_type","MER41E#LTR/ERV1",0.002727
"33453","chr10","-",4423,"repeat_type","MER41E#LTR/ERV1",0.004423
"33454","chr11","+",3469,"repeat_type","MER41E#LTR/ERV1",0.003469
"33455","chr11","-",5194,"repeat_type","MER41E#LTR/ERV1",0.005194
"33456","chr12","+",2259,"repeat_type","MER41E#LTR/ERV1",0.002259
"33457","chr12","-",4137,"repeat_type","MER41E#LTR/ERV1",0.004137
"33458","chr13","+",2317,"repeat_type","MER41E#LTR/ERV1",0.002317
"33459","chr13","-",9370,"repeat_type","MER41E#LTR/ERV1",0.00937
"33460","chr14","+",597,"repeat_type","MER41E#LTR/ERV1",0.000597
"33461","chr14","-",595,"repeat_type","MER41E#LTR/ERV1",0.000595
"33462","chr15","+",1174,"repeat_type","MER41E#LTR/ERV1",0.001174
"33463","chr15","-",4384,"repeat_type","MER41E#LTR/ERV1",0.004384
"33464","chr16","+",7395,"repeat_type","MER41E#LTR/ERV1",0.007395
"33465","chr16","-",5503,"repeat_type","MER41E#LTR/ERV1",0.005503
"33466","chr17","+",1461,"repeat_type","MER41E#LTR/ERV1",0.001461
"33467","chr17","-",5099,"repeat_type","MER41E#LTR/ERV1",0.005099
"33468","chr18","+",3242,"repeat_type","MER41E#LTR/ERV1",0.003242
"33469","chr18","-",3319,"repeat_type","MER41E#LTR/ERV1",0.003319
"33470","chr19","+",1142,"repeat_type","MER41E#LTR/ERV1",0.001142
"33471","chr19","-",4243,"repeat_type","MER41E#LTR/ERV1",0.004243
"33472","chr20","+",460,"repeat_type","MER41E#LTR/ERV1",0.00046
"33473","chr20","-",3473,"repeat_type","MER41E#LTR/ERV1",0.003473
"33474","chr21","-",2686,"repeat_type","MER41E#LTR/ERV1",0.002686
"33475","chr22","+",1312,"repeat_type","MER41E#LTR/ERV1",0.001312
"33476","chrX","+",1748,"repeat_type","MER41E#LTR/ERV1",0.001748
"33477","chrX","-",3809,"repeat_type","MER41E#LTR/ERV1",0.003809
"33478","chrY","+",4770,"repeat_type","MER41E#LTR/ERV1",0.00477
"33479","chrY","-",4164,"repeat_type","MER41E#LTR/ERV1",0.004164
"33480","chr1","+",5634,"repeat_type","AluYe6#SINE/Alu",0.005634
"33481","chr1","-",4973,"repeat_type","AluYe6#SINE/Alu",0.004973
"33482","chr2","+",5944,"repeat_type","AluYe6#SINE/Alu",0.005944
"33483","chr2","-",3733,"repeat_type","AluYe6#SINE/Alu",0.003733
"33484","chr3","+",4386,"repeat_type","AluYe6#SINE/Alu",0.004386
"33485","chr3","-",3431,"repeat_type","AluYe6#SINE/Alu",0.003431
"33486","chr4","+",3430,"repeat_type","AluYe6#SINE/Alu",0.00343
"33487","chr4","-",3106,"repeat_type","AluYe6#SINE/Alu",0.003106
"33488","chr5","+",3121,"repeat_type","AluYe6#SINE/Alu",0.003121
"33489","chr5","-",2500,"repeat_type","AluYe6#SINE/Alu",0.0025
"33490","chr6","+",1878,"repeat_type","AluYe6#SINE/Alu",0.001878
"33491","chr6","-",2499,"repeat_type","AluYe6#SINE/Alu",0.002499
"33492","chr7","+",5007,"repeat_type","AluYe6#SINE/Alu",0.005007
"33493","chr7","-",5630,"repeat_type","AluYe6#SINE/Alu",0.00563
"33494","chr8","+",3110,"repeat_type","AluYe6#SINE/Alu",0.00311
"33495","chr8","-",2190,"repeat_type","AluYe6#SINE/Alu",0.00219
"33496","chr9","+",2814,"repeat_type","AluYe6#SINE/Alu",0.002814
"33497","chr9","-",2182,"repeat_type","AluYe6#SINE/Alu",0.002182
"33498","chr10","+",1885,"repeat_type","AluYe6#SINE/Alu",0.001885
"33499","chr10","-",1553,"repeat_type","AluYe6#SINE/Alu",0.001553
"33500","chr11","+",941,"repeat_type","AluYe6#SINE/Alu",0.000941
"33501","chr11","-",1554,"repeat_type","AluYe6#SINE/Alu",0.001554
"33502","chr12","+",2188,"repeat_type","AluYe6#SINE/Alu",0.002188
"33503","chr12","-",931,"repeat_type","AluYe6#SINE/Alu",0.000931
"33504","chr13","+",930,"repeat_type","AluYe6#SINE/Alu",0.00093
"33505","chr13","-",1868,"repeat_type","AluYe6#SINE/Alu",0.001868
"33506","chr14","+",2180,"repeat_type","AluYe6#SINE/Alu",0.00218
"33507","chr14","-",935,"repeat_type","AluYe6#SINE/Alu",0.000935
"33508","chr15","+",1577,"repeat_type","AluYe6#SINE/Alu",0.001577
"33509","chr15","-",1245,"repeat_type","AluYe6#SINE/Alu",0.001245
"33510","chr16","+",1588,"repeat_type","AluYe6#SINE/Alu",0.001588
"33511","chr16","-",1895,"repeat_type","AluYe6#SINE/Alu",0.001895
"33512","chr17","+",928,"repeat_type","AluYe6#SINE/Alu",0.000928
"33513","chr17","-",2176,"repeat_type","AluYe6#SINE/Alu",0.002176
"33514","chr18","+",624,"repeat_type","AluYe6#SINE/Alu",0.000624
"33515","chr18","-",1575,"repeat_type","AluYe6#SINE/Alu",0.001575
"33516","chr19","+",2817,"repeat_type","AluYe6#SINE/Alu",0.002817
"33517","chr19","-",3423,"repeat_type","AluYe6#SINE/Alu",0.003423
"33518","chr20","+",1250,"repeat_type","AluYe6#SINE/Alu",0.00125
"33519","chr20","-",618,"repeat_type","AluYe6#SINE/Alu",0.000618
"33520","chr21","+",934,"repeat_type","AluYe6#SINE/Alu",0.000934
"33521","chr21","-",1235,"repeat_type","AluYe6#SINE/Alu",0.001235
"33522","chr22","+",1251,"repeat_type","AluYe6#SINE/Alu",0.001251
"33523","chr22","-",935,"repeat_type","AluYe6#SINE/Alu",0.000935
"33524","chrX","+",946,"repeat_type","AluYe6#SINE/Alu",0.000946
"33525","chrX","-",629,"repeat_type","AluYe6#SINE/Alu",0.000629
"33526","chrY","-",311,"repeat_type","AluYe6#SINE/Alu",0.000311
"33527","chr1","+",8051,"repeat_type","MER110A#LTR/ERV1",0.008051
"33528","chr1","-",18010,"repeat_type","MER110A#LTR/ERV1",0.01801
"33529","chr2","+",12050,"repeat_type","MER110A#LTR/ERV1",0.01205
"33530","chr2","-",10064,"repeat_type","MER110A#LTR/ERV1",0.010064
"33531","chr3","+",10437,"repeat_type","MER110A#LTR/ERV1",0.010437
"33532","chr3","-",4080,"repeat_type","MER110A#LTR/ERV1",0.00408
"33533","chr4","+",15208,"repeat_type","MER110A#LTR/ERV1",0.015208
"33534","chr4","-",18528,"repeat_type","MER110A#LTR/ERV1",0.018528
"33535","chr5","+",7258,"repeat_type","MER110A#LTR/ERV1",0.007258
"33536","chr5","-",7850,"repeat_type","MER110A#LTR/ERV1",0.00785
"33537","chr6","+",5493,"repeat_type","MER110A#LTR/ERV1",0.005493
"33538","chr6","-",16657,"repeat_type","MER110A#LTR/ERV1",0.016657
"33539","chr7","+",4387,"repeat_type","MER110A#LTR/ERV1",0.004387
"33540","chr7","-",3596,"repeat_type","MER110A#LTR/ERV1",0.003596
"33541","chr8","+",4465,"repeat_type","MER110A#LTR/ERV1",0.004465
"33542","chr8","-",19266,"repeat_type","MER110A#LTR/ERV1",0.019266
"33543","chr9","+",8480,"repeat_type","MER110A#LTR/ERV1",0.00848
"33544","chr9","-",11859,"repeat_type","MER110A#LTR/ERV1",0.011859
"33545","chr10","+",8471,"repeat_type","MER110A#LTR/ERV1",0.008471
"33546","chr10","-",10513,"repeat_type","MER110A#LTR/ERV1",0.010513
"33547","chr11","+",11585,"repeat_type","MER110A#LTR/ERV1",0.011585
"33548","chr11","-",16957,"repeat_type","MER110A#LTR/ERV1",0.016957
"33549","chr12","+",4047,"repeat_type","MER110A#LTR/ERV1",0.004047
"33550","chr12","-",6741,"repeat_type","MER110A#LTR/ERV1",0.006741
"33551","chr13","+",4253,"repeat_type","MER110A#LTR/ERV1",0.004253
"33552","chr13","-",23068,"repeat_type","MER110A#LTR/ERV1",0.023068
"33553","chr14","+",13323,"repeat_type","MER110A#LTR/ERV1",0.013323
"33554","chr14","-",8085,"repeat_type","MER110A#LTR/ERV1",0.008085
"33555","chr15","+",2688,"repeat_type","MER110A#LTR/ERV1",0.002688
"33556","chr15","-",10853,"repeat_type","MER110A#LTR/ERV1",0.010853
"33557","chr16","+",3151,"repeat_type","MER110A#LTR/ERV1",0.003151
"33558","chr16","-",2918,"repeat_type","MER110A#LTR/ERV1",0.002918
"33559","chr17","+",1408,"repeat_type","MER110A#LTR/ERV1",0.001408
"33560","chr17","-",1695,"repeat_type","MER110A#LTR/ERV1",0.001695
"33561","chr18","+",11479,"repeat_type","MER110A#LTR/ERV1",0.011479
"33562","chr18","-",1356,"repeat_type","MER110A#LTR/ERV1",0.001356
"33563","chr19","+",903,"repeat_type","MER110A#LTR/ERV1",0.000903
"33564","chr19","-",1217,"repeat_type","MER110A#LTR/ERV1",0.001217
"33565","chr20","+",958,"repeat_type","MER110A#LTR/ERV1",0.000958
"33566","chr20","-",9126,"repeat_type","MER110A#LTR/ERV1",0.009126
"33567","chr21","+",2023,"repeat_type","MER110A#LTR/ERV1",0.002023
"33568","chr21","-",2226,"repeat_type","MER110A#LTR/ERV1",0.002226
"33569","chr22","-",1060,"repeat_type","MER110A#LTR/ERV1",0.00106
"33570","chrX","+",8334,"repeat_type","MER110A#LTR/ERV1",0.008334
"33571","chrX","-",6846,"repeat_type","MER110A#LTR/ERV1",0.006846
"33572","chrY","+",895,"repeat_type","MER110A#LTR/ERV1",0.000895
"33573","chr1","-",15506,"repeat_type","MER63C#DNA/hAT-Blackjack",0.015506
"33574","chr2","-",7845,"repeat_type","MER63C#DNA/hAT-Blackjack",0.007845
"33575","chr3","-",15660,"repeat_type","MER63C#DNA/hAT-Blackjack",0.01566
"33576","chr4","-",4739,"repeat_type","MER63C#DNA/hAT-Blackjack",0.004739
"33577","chr5","-",20062,"repeat_type","MER63C#DNA/hAT-Blackjack",0.020062
"33578","chr6","-",17552,"repeat_type","MER63C#DNA/hAT-Blackjack",0.017552
"33579","chr7","-",13203,"repeat_type","MER63C#DNA/hAT-Blackjack",0.013203
"33580","chr8","-",6476,"repeat_type","MER63C#DNA/hAT-Blackjack",0.006476
"33581","chr9","-",4678,"repeat_type","MER63C#DNA/hAT-Blackjack",0.004678
"33582","chr10","-",23269,"repeat_type","MER63C#DNA/hAT-Blackjack",0.023269
"33583","chr11","-",5938,"repeat_type","MER63C#DNA/hAT-Blackjack",0.005938
"33584","chr12","-",7984,"repeat_type","MER63C#DNA/hAT-Blackjack",0.007984
"33585","chr13","-",7855,"repeat_type","MER63C#DNA/hAT-Blackjack",0.007855
"33586","chr14","-",11337,"repeat_type","MER63C#DNA/hAT-Blackjack",0.011337
"33587","chr15","-",2690,"repeat_type","MER63C#DNA/hAT-Blackjack",0.00269
"33588","chr16","-",2722,"repeat_type","MER63C#DNA/hAT-Blackjack",0.002722
"33589","chr17","-",1378,"repeat_type","MER63C#DNA/hAT-Blackjack",0.001378
"33590","chr18","-",3520,"repeat_type","MER63C#DNA/hAT-Blackjack",0.00352
"33591","chr19","-",538,"repeat_type","MER63C#DNA/hAT-Blackjack",0.000538
"33592","chr20","-",3780,"repeat_type","MER63C#DNA/hAT-Blackjack",0.00378
"33593","chr22","-",2874,"repeat_type","MER63C#DNA/hAT-Blackjack",0.002874
"33594","chrX","-",2064,"repeat_type","MER63C#DNA/hAT-Blackjack",0.002064
"33595","chr1","+",8787,"repeat_type","MER11D#LTR/ERVK",0.008787
"33596","chr1","-",7966,"repeat_type","MER11D#LTR/ERVK",0.007966
"33597","chr2","+",5286,"repeat_type","MER11D#LTR/ERVK",0.005286
"33598","chr2","-",5311,"repeat_type","MER11D#LTR/ERVK",0.005311
"33599","chr3","+",8872,"repeat_type","MER11D#LTR/ERVK",0.008872
"33600","chr3","-",7065,"repeat_type","MER11D#LTR/ERVK",0.007065
"33601","chr4","+",7929,"repeat_type","MER11D#LTR/ERVK",0.007929
"33602","chr4","-",23533,"repeat_type","MER11D#LTR/ERVK",0.023533
"33603","chr5","+",15075,"repeat_type","MER11D#LTR/ERVK",0.015075
"33604","chr5","-",20144,"repeat_type","MER11D#LTR/ERVK",0.020144
"33605","chr6","+",10684,"repeat_type","MER11D#LTR/ERVK",0.010684
"33606","chr6","-",11956,"repeat_type","MER11D#LTR/ERVK",0.011956
"33607","chr7","+",4455,"repeat_type","MER11D#LTR/ERVK",0.004455
"33608","chr7","-",15670,"repeat_type","MER11D#LTR/ERVK",0.01567
"33609","chr8","+",6208,"repeat_type","MER11D#LTR/ERVK",0.006208
"33610","chr8","-",2615,"repeat_type","MER11D#LTR/ERVK",0.002615
"33611","chr9","+",2641,"repeat_type","MER11D#LTR/ERVK",0.002641
"33612","chr9","-",3530,"repeat_type","MER11D#LTR/ERVK",0.00353
"33613","chr10","+",875,"repeat_type","MER11D#LTR/ERVK",0.000875
"33614","chr10","-",4508,"repeat_type","MER11D#LTR/ERVK",0.004508
"33615","chr11","+",2652,"repeat_type","MER11D#LTR/ERVK",0.002652
"33616","chr11","-",15201,"repeat_type","MER11D#LTR/ERVK",0.015201
"33617","chr12","+",11731,"repeat_type","MER11D#LTR/ERVK",0.011731
"33618","chr12","-",1746,"repeat_type","MER11D#LTR/ERVK",0.001746
"33619","chr13","+",1746,"repeat_type","MER11D#LTR/ERVK",0.001746
"33620","chr13","-",3517,"repeat_type","MER11D#LTR/ERVK",0.003517
"33621","chr14","+",2822,"repeat_type","MER11D#LTR/ERVK",0.002822
"33622","chr14","-",3546,"repeat_type","MER11D#LTR/ERVK",0.003546
"33623","chr15","-",826,"repeat_type","MER11D#LTR/ERVK",0.000826
"33624","chr16","+",2653,"repeat_type","MER11D#LTR/ERVK",0.002653
"33625","chr17","+",3523,"repeat_type","MER11D#LTR/ERVK",0.003523
"33626","chr17","-",2620,"repeat_type","MER11D#LTR/ERVK",0.00262
"33627","chr18","+",899,"repeat_type","MER11D#LTR/ERVK",0.000899
"33628","chr18","-",2627,"repeat_type","MER11D#LTR/ERVK",0.002627
"33629","chr19","+",3537,"repeat_type","MER11D#LTR/ERVK",0.003537
"33630","chr19","-",52601,"repeat_type","MER11D#LTR/ERVK",0.052601
"33631","chr21","+",875,"repeat_type","MER11D#LTR/ERVK",0.000875
"33632","chr22","+",1797,"repeat_type","MER11D#LTR/ERVK",0.001797
"33633","chr22","-",1674,"repeat_type","MER11D#LTR/ERVK",0.001674
"33634","chrX","+",8796,"repeat_type","MER11D#LTR/ERVK",0.008796
"33635","chrX","-",25895,"repeat_type","MER11D#LTR/ERVK",0.025895
"33636","chrY","+",2645,"repeat_type","MER11D#LTR/ERVK",0.002645
"33637","chrY","-",21194,"repeat_type","MER11D#LTR/ERVK",0.021194
"33638","chr1","+",89720,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.08972
"33639","chr1","-",64116,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.064116
"33640","chr2","+",120907,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.120907
"33641","chr2","-",79983,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.079983
"33642","chr3","+",111844,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.111844
"33643","chr3","-",53009,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.053009
"33644","chr4","+",51564,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.051564
"33645","chr4","-",80990,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.08099
"33646","chr5","+",62535,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.062535
"33647","chr5","-",66815,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.066815
"33648","chr6","+",65273,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.065273
"33649","chr6","-",80009,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.080009
"33650","chr7","+",73321,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.073321
"33651","chr7","-",69367,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.069367
"33652","chr8","+",57586,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.057586
"33653","chr8","-",67579,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.067579
"33654","chr9","+",35365,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.035365
"33655","chr9","-",53830,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.05383
"33656","chr10","+",50411,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.050411
"33657","chr10","-",51650,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.05165
"33658","chr11","+",40126,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.040126
"33659","chr11","-",59139,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.059139
"33660","chr12","+",59403,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.059403
"33661","chr12","-",56352,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.056352
"33662","chr13","+",37943,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.037943
"33663","chr13","-",36753,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.036753
"33664","chr14","+",41421,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.041421
"33665","chr14","-",51275,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.051275
"33666","chr15","+",36028,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.036028
"33667","chr15","-",30964,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.030964
"33668","chr16","+",14404,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.014404
"33669","chr16","-",8378,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.008378
"33670","chr17","+",33964,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.033964
"33671","chr17","-",27558,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.027558
"33672","chr18","+",26663,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.026663
"33673","chr18","-",35608,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.035608
"33674","chr19","+",2110,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.00211
"33675","chr19","-",2105,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.002105
"33676","chr20","+",6356,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.006356
"33677","chr20","-",21704,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.021704
"33678","chr21","+",6606,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.006606
"33679","chr21","-",28548,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.028548
"33680","chr22","+",2083,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.002083
"33681","chr22","-",14604,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.014604
"33682","chrX","+",75335,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.075335
"33683","chrX","-",82841,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.082841
"33684","chrY","+",4160,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.00416
"33685","chrY","-",2081,"repeat_type","Tigger10#DNA/TcMar-Tigger",0.002081
"33686","chr1","+",5323,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.005323
"33687","chr1","-",6791,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.006791
"33688","chr2","+",7802,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.007802
"33689","chr2","-",10577,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.010577
"33690","chr3","+",7378,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.007378
"33691","chr3","-",5282,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.005282
"33692","chr4","+",2844,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002844
"33693","chr4","-",4514,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.004514
"33694","chr5","+",7457,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.007457
"33695","chr5","-",5658,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.005658
"33696","chr6","+",5318,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.005318
"33697","chr6","-",8015,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.008015
"33698","chr7","+",4617,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.004617
"33699","chr7","-",5380,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.00538
"33700","chr8","+",1843,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.001843
"33701","chr8","-",4593,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.004593
"33702","chr9","+",2123,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002123
"33703","chr9","-",4265,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.004265
"33704","chr10","+",5263,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.005263
"33705","chr10","-",2809,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002809
"33706","chr11","+",1418,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.001418
"33707","chr11","-",3894,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.003894
"33708","chr12","+",4641,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.004641
"33709","chr12","-",2156,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002156
"33710","chr13","+",2876,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002876
"33711","chr13","-",3934,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.003934
"33712","chr14","+",2649,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002649
"33713","chr14","-",3228,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.003228
"33714","chr15","+",3833,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.003833
"33715","chr15","-",3760,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.00376
"33716","chr16","+",1054,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.001054
"33717","chr16","-",1737,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.001737
"33718","chr17","+",2875,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002875
"33719","chr17","-",3539,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.003539
"33720","chr18","+",1756,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.001756
"33721","chr18","-",2095,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.002095
"33722","chr20","+",714,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.000714
"33723","chr20","-",342,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.000342
"33724","chr21","+",676,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.000676
"33725","chr21","-",1065,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.001065
"33726","chr22","+",365,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.000365
"33727","chr22","-",1298,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.001298
"33728","chrX","+",4103,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.004103
"33729","chrX","-",5444,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.005444
"33730","chrY","-",363,"repeat_type","hAT-N1a_Mam#DNA/hAT-Tip100",0.000363
"33731","chr1","+",33184,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.033184
"33732","chr1","-",45855,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.045855
"33733","chr2","+",49327,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.049327
"33734","chr2","-",46620,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.04662
"33735","chr3","+",31966,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.031966
"33736","chr3","-",32728,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.032728
"33737","chr4","+",37364,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.037364
"33738","chr4","-",20793,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.020793
"33739","chr5","+",16073,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.016073
"33740","chr5","-",20458,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.020458
